ABCTE,American Board for Certification of Teacher Excellence Exam,http://www.mo-media.com/abcte,,http://www.abcte.org
ISAT,Illinois Standard Achievements Test,http://www.mo-media.com/isat,,http://www.isbe.net/assessment/isat.htm
ISEE,Intermediate School Entrance Exam,http://www.mo-media.com/isee,http://www.flashcardsecrets.com/isee,
ITBS,Iowa Test of Basic Skills,http://www.mo-media.com/itbs,,
Life Health,Life & Health Insurance Exam ,http://www.mo-media.com/lifehealth,,
Limited Scope,Limited Scope of Practice in Radiography Exam,http://www.mo-media.com/limitedscope,http://www.flashcardsecrets.com/limitedscope,http://www.arrt.org
LNCC,Legal Nurse Consultant Certification Exam,http://www.mo-media.com/legalnurse,http://www.flashcardsecrets.com/legalnurse,http://www.aalnc.org
CLNC,Certified Legal Nurse Consultant Certification,http://www.mo-media.com/legalnurse,http://www.flashcardsecrets.com/legalnurse,http://www.aalnc.org
LSAT,Law School Admissions Test,http://www.mo-media.com/lsat,,http://www.lsac.org/
MAT,Miller Analogy Test,http://www.mo-media.com/mat,http://www.flashcardsecrets.com/mat,http://www.tpcweb.com/mat/ 
MCAS,Massachusetts Comprehensive Assessment System,http://www.mo-media.com/mcas,,http://www.doe.mass.edu/mcas/
MCAT,Medical College Admissions Test,http://www.mo-media.com/mcat,http://www.flashcardsecrets.com/mcat,http://www.aamc.org/
MEAP,Michigan Educational Assessment Program,http://www.mo-media.com/meap,,"http://www.michigan.gov/mde/0,1607,7-140-22709_31168---,00.html"
Med Terms,Medical Terminology,http://www.mo-media.com/medicalterminology,,
Medical Surgical,,http://www.mo-media.com/medicalsurgical,http://www.flashcardsecrets.com/medicalsurgical,
Medical Technologist,Medical Technologist Exam,http://www.mo-media.com/medicaltechnologist,http://www.flashcardsecrets.com/medicaltechnologist,http://www.amt1.com
MELAB,Michigan English Language Arts Battery,http://www.mo-media.com/melab,,http://www.lsa.umich.edu/eli/melab.htm
MFT,Marital and Family Therapy Exam,http://www.mo-media.com/mft,http://www.flashcardsecrets.com/mft,http://www.aamft.org
MSAT,Medical School Admissions Test,http://www.mo-media.com/msat,,http://www.acer.edu.au/tests/university/msat/intro.html
MTEL,Massachusetts Tests for Educator Licensure,http://www.mo-media.com/mtel,,http://www.mtel.nesinc.com/
MTTC,Michigan Test for Teacher Certification ,http://www.mo-media.com/mttc,,http://www.mttc.nesinc.com/
Music Therapy,Music Therapy Exam,http://www.mo-media.com/musictherapy,http://www.flashcardsecrets.com/musictherapy,http://www.cbmt.org/
NAPLEX,North American Pharmacist Licensure Examination ,http://www.mo-media.com/naplex,http://www.flashcardsecrets.com/naplex,
NASM,National Academy of Sports Medicine Board of Certification - Certified Personal Trainer Exam,http://www.mo-media.com/nasm,http://www.flashcardsecrets.com/nasm,
NATA,National Athletic Trainers' Association Board of Certification test,http://www.mo-media.com/nata,,http://www.bocatc.org/
NBCE Flashcard,National Board of Chiropractic Examiners' exam,,http://www.flashcardsecrets.com/nbce,http://www.nbce.org/
NBCOT,National Board for Certification in Occupational Therapy,http://www.mo-media.com/nbcot,http://www.flashcardsecrets.com/nbcot,http://www.nbcot.org
ORT,Occupational Therapist Registered (OTR),http://www.mo-media.com/nbcot,http://www.flashcardsecrets.com/nbcot,http://www.nbcot.org
COTA,Certified Occupational Therapy Assistant (COTA) exam,http://www.mo-media.com/nbcot,http://www.flashcardsecrets.com/nbcot,http://www.nbcot.org
NBCSN,National Board for Certification of School Nurses ,http://www.mo-media.com/nbcsn,,
NBDE,National Board Dental Exam,http://www.mo-media.com/nbde,,
NBDHE,National Board Dental Hygiene Exam,http://www.mo-media.com/nbdhe,,
NCE,National Certification Board for Therapeutic Massage and Bodywork's (NCETMB) NCE exam ,http://www.mo-media.com/ncbtmb,http://www.flashcardsecrets.com/ncbtmb,
NCBTMB,National Certification Board for Therapeutic Massage and Bodywork's (NCETMB) NCE exam ,http://www.mo-media.com/ncbtmb,http://www.flashcardsecrets.com/ncbtmb,
NCETM,National Certification Board for Therapeutic Massage and Bodywork's (NCETMB) NCE exam ,http://www.mo-media.com/ncbtmb,http://www.flashcardsecrets.com/ncbtmb,
NCETMB,National Certification Board for Therapeutic Massage and Bodywork's (NCETMB) NCE exam ,http://www.mo-media.com/ncbtmb,http://www.flashcardsecrets.com/ncbtmb,
NCIDQ,National Council for Interior Design Qualification ,http://www.mo-media.com/ncidq,http://www.flashcardsecrets.com/ncidq,http://www.ncidq.org/index.htm
NCLEX,National Council Licensure Examination for Registered Nurses,http://www.mo-media.com/nclex,http://www.flashcardsecrets.com/nclex,http://www.ncsbn.org/
NCMHCE,National Clinical Mental Health Counseling Examination,http://www.mo-media.com/ncmhce,http://www.flashcardsecrets.com/ncmhce,http://www.nbcc.org/ncmhce
NCSF,National Council on Strength and Fitness Personal Trainer Exam,http://www.mo-media.com/ncsf,,
NCTRC,National Council for Therapeutic Recreation Certification Exam ,http://www.mo-media.com/nctrc,http://www.flashcardsecrets.com/nctrc,
NDRT,Nelson-Denny Reading Test,http://www.mo-media.com/ndrt,,
NET,Nursing Entrance Test,http://www.mo-media.com/net,http://www.flashcardsecrets.com/net,
NMTA,New Mexico Teacher Assessment,http://www.mo-media.com/nmta,,http://www.nmta.nesinc.com/
NNAAP,National Nurse Aide Assessment Program Exam,http://www.mo-media.com/nnaap,,
NP,Nursing Practitioner Exams/ Family Nurse Practitioner Exam,http://www.mo-media.com/np,http://www.flashcardsecrets.com/familynp,
NPTAE,National Physical Therapy Assistant Examination,http://www.mo-media.com/npte,http://www.flashcardsecrets.com/npte,
NPTE,National Physical Therapy Examination,http://www.mo-media.com/npte,http://www.flashcardsecrets.com/npte,
NRPA,National Recreation and Park Association's Certified Park and Recreation Professional Test,http://www.mo-media.com/nrpa,,
NSCA,National Strength and Conditioning Association - Certified Personal Trainer,http://www.mo-media.com/nsca,http://www.flashcardsecrets.com/nsca,
Nursing,Nursing Exam,http://www.mo-media.com/nursing,http://www.flashcardsecrets.com/nursing,
Nursing Ace,Nursing Acceleration Challenge Exam Secrets,http://www.mo-media.com/nursingace,,
Nursing Administration,Nursing Administration Exam,http://www.mo-media.com/nursingadmin,http://www.flashcardsecrets.com/nursingadmin,http://www.nursingworld.org/ancc/
NYSTCE,New York State Teacher Certification Examination,http://www.mo-media.com/nystce,,http://www.nystce.nesinc.com/
OAT,Optometry Admission Test,http://www.mo-media.com/oat,http://www.flashcardsecrets.com/oat,http://www.opted.org/
OCN,Oncology Certified Nurse Exam,http://www.mo-media.com/ocn,http://www.flashcardsecrets.com/ocn,http://www.oncc.org
OGT,Ohio Graduation Test,http://www.mo-media.com/ogt,,http://www.ode.state.oh.us/proficiency/
ORELA,Oregon Educator Licensure Assessments,http://www.mo-media.com/orela,,http://www.orela.nesinc.com/
OT,Occupational Therapist Secrets,http://www.mo-media.com/ot,,
OTA,Occupational Therapist Assistant Secrets,http://www.mo-media.com/otassistant,,
PACE,Paralegal Advanced Competency Exam (PACE),http://www.mo-media.com/pace,http://www.flashcardsecrets.com/pace,http://www.paralegals.org
PANCE,Physician Assistant National Certifying Examination ,http://www.mo-media.com/pance,http://www.flashcardsecrets.com/pance,
PANRE,Physician Assistant National Recertifying Examination ,http://www.mo-media.com/panre,http://www.flashcardsecrets.com/panre,
ParaPro,ParaPro Assessment,http://www.mo-media.com/parapro,http://www.flashcardsecrets.com/parapro,http://www.ets.org
PCAT,Pharmacy College Admissions Test,http://www.mo-media.com/pcat,http://www.flashcardsecrets.com/pcat,http://www.tpcweb.com/pse/g-pcat0.htm
PE,Physical Education Guide,http://www.mo-media.com/pe,,
PE Chemical,Principles and Practice of Engineering Chemical Exam,http://www.mo-media.com/pe,http://www.flashcardsecrets.com/pe,http://www.ncees.org/
Phlebotomy,Phlebotomy Exam,http://www.mo-media.com/phlebotomy,http://www.flashcardsecrets.com/phlebotomy,
PHR,Professional in Human Resources Certification Test,http://www.mo-media.com/hrci,http://www.flashcardsecrets.com/hrci,
SPHR,Professional in Human Resources Certification Test,http://www.mo-media.com/hrci,http://www.flashcardsecrets.com/hrci,
HRCI,Professional in Human Resources Certification Test,http://www.mo-media.com/hrci,http://www.flashcardsecrets.com/hrci,
PLAB,Professional and Linguistic Assessments Board,http://www.mo-media.com/plab,http://www.flashcardsecrets.com/plab,
PLACE,Program for Licensing Assessments for Colorado Educators,http://www.mo-media.com/place,,http://www.place.nesinc.com/
PLAN,,http://www.mo-media.com/plan,,
PLS,Professional Legal Secretary Test,http://www.mo-media.com/nals,,
NALS,Professional Legal Secretary Test,http://www.mo-media.com/nals,,
Plumber,Journeyman & Master Plumber Exam ,http://www.mo-media.com/plumber,http://www.flashcardsecrets.com/plumber,
PMP,Project Management Professional Test,http://www.mo-media.com/pmp,http://www.flashcardsecrets.com/pmp,
PNEE,Practical Nurse Entrance Exam,http://www.mo-media.com/pnee,,
Police,Police Exam Secrets,http://www.mo-media.com/police,,
Postal,Postal Exam,http://www.mo-media.com/postal,,
Praxis,Praxis I PPST Pre-Professional Skills Test,http://www.mo-media.com/praxis,http://www.flashcardsecrets.com/praxis,http://www.ets.org
Praxis II,,http://www.mo-media.com/praxisii,http://www.flashcardsecrets.com/praxisii,http://www.ets.org
Property Casualty,Property & Casualty Insurance Exam,http://www.mo-media.com/propertycasualty,http://www.flashcardsecrets.com/propertycasualty,
Provincial,,http://www.mo-media.com/provincial,,http://www.bced.gov.bc.ca/exams/search/
PSAE,Prairie State Achievement Exam,http://www.mo-media.com/psae,,http://www.isbe.net/assessment/psae.htm
PSAT,Pre- Scholastic Achievement Test / National Merit Scholar Qualifying Test,http://www.mo-media.com/psat,http://www.flashcardsecrets.com/psat,http://www.collegeboard.org
PSB,"Psychological Services Bureau, Inc (PSB) exam",http://www.mo-media.com/psb,http://www.flashcardsecrets.com/psb,
PSSA,Pennsylvania System of School Assessment,http://www.mo-media.com/pssa,,http://www.pde.state.pa.us/a_and_t/site/default.asp?g=0&a_and_tNav=%7C630%7C&k12Nav=%7C1141%7C
PT,Physical Therapist Secrets,http://www.mo-media.com/pt,,
PTA,Physical Therapist Assistant Secrets,http://www.mo-media.com/ptassistant,,
PTCB,Pharmacy Technician Certification Boards,http://www.mo-media.com/ptcb,http://www.flashcardsecrets.com/ptcb,
Radiography,,http://www.mo-media.com/radiography,http://www.flashcardsecrets.com/radiography,
Radiology,Radiology School Secrets,http://www.mo-media.com/radiology,,
RD,"Registered Dietitian Exam & Dietetic Technician, Registered ",http://www.mo-media.com/rd,http://www.flashcardsecrets.com/rd,
Real Estate Appraiser,Real Estate Appraiser Exam,http://www.mo-media.com/realestateappraiser,http://www.flashcardsecrets.com/realestateappraiser,
Real Estate Sales,Real Estate Sales Exam,http://www.mo-media.com/realestatesales,http://www.flashcardsecrets.com/realestatesales,
Regents,,http://www.mo-media.com/regents,,http://www.nysedregents.org/testing/hsregents.html
REM,Registered Environmental Manager,http://www.mo-media.com/rem,http://www.flashcardsecrets.com/rem,http://www.nrep.org
RMA,Registered Medical Assistants Exam ,http://www.mo-media.com/rma,,
RNEE,Registered Nurse Entrance Exam ,http://www.mo-media.com/rnee,,
RPSGT,Registered Polysomnographic Technologist,http://www.mo-media.com/rpsgt,http://www.flashcardsecrets.com/rpsgt,http://www.brpt.org/
RRT,Certified Respiratory Therapist,http://www.mo-media.com/rrt,http://www.flashcardsecrets.com/rrt,
CRT,Certified Respiratory Therapist,http://www.mo-media.com/rrt,http://www.flashcardsecrets.com/rrt,
SAT,SAT Reasoning Test,http://www.mo-media.com/sat,http://www.flashcardsecrets.com/sat,http://www.collegeboard.org
SAT II,Scholastic Achievement Test,http://www.mo-media.com/satii,,http://www.collegeboard.com/student/testing/sat/reg.html
Scholarship,,http://www.mo-media.com/scholarship,,
Secretary,,http://www.mo-media.com/secretary,,
Series 6,Qualification Examination for the selling of Mutual Funds and Variable Annuities,http://www.mo-media.com/series6,http://www.flashcardsecrets.com/series6,http://www.nasd.com
Series 63,Uniform Securities Agent State Law Examination,http://www.mo-media.com/series63,http://www.flashcardsecrets.com/series63,http://www.nasaa.org/industry___regulatory_resources/exams/474.cfm
Series 65,Uniform Investment Adviser Law Examination,http://www.mo-media.com/series65,http://www.flashcardsecrets.com/series65,http://www.nasaa.org/industry___regulatory_resources/exams/1057.cfm
Series 66,Uniform Combined State Law Exam,http://www.mo-media.com/series66,http://www.flashcardsecrets.com/series66,http://www.nasaa.org/industry___regulatory_resources/exams/
Series 7,Qualification Examination for General Securities Registered Representatives,http://www.mo-media.com/series/series7.htm,http://www.flashcardsecrets.com/series,http://www.nyse.com/pdfs/series7.pdf
SOL,Virginia Standards of Learning,http://www.mo-media.com/sol,,
SPEX,Special Purpose Examination,http://www.mo-media.com/spex,http://www.flashcardsecrets.com/spex,
SSAT,Secondary School Admission Test,http://www.mo-media.com/ssat,http://www.flashcardsecrets.com/ssat,http://www.ssat.org/ 
TAAS,Texas Assessment of Academic Skills,http://www.mo-media.com/taas,,
TABE,Test of Adult Basic Education,http://www.mo-media.com/tabe,http://www.flashcardsecrets.com/tabe,
TAKS,Texas Assessment of Knowledge and Skills,http://www.mo-media.com/taks,http://www.flashcardsecrets.com/taks,
TASP,Texas Academic Skills Program ,http://www.mo-media.com/tasp,,http://www.tasp.nesinc.com/
TCAP,Tennessee Comprehensive Assessment Program/Gateway Series,http://www.mo-media.com/tcap,,http://www.state.tn.us/education/tsintro.htm
TEA,Treasury Enforcement Agent Exam,http://www.mo-media.com/tea,,
TEAS,Test of Essential Academic Skills (TEAS),http://www.mo-media.com/teas,http://www.flashcardsecrets.com/teas,
TExES,Texas Examinations of Educator Standards ,http://www.mo-media.com/texes,,http://www.texes.nesinc.com/
THEA,Texas Higher Education Assessment,http://www.mo-media.com/thea,http://www.flashcardsecrets.com/thea,
TOEFL,Test Of English as a Foreign Language,http://www.mo-media.com/toefl,http://www.flashcardsecrets.com/toefl,http://www.toefl.org/
TOEIC,Test of English for International Communication ,http://www.mo-media.com/toeic,,http://www.toeic.com/
USMLE,United States Medical Licensing Examination Step 1 and 2,http://www.mo-media.com/usmle,http://www.flashcardsecrets.com/usmle,
WASL,Washington Assessment of Student Learning,http://www.mo-media.com/wasl,,
WCC,Wound Care Certification Exam,http://www.mo-media.com/wcc,,
WEST-B,Washington Educator Skills Test - Basic ,http://www.mo-media.com/west,http://www.flashcardsecrets.com/west,http://www.west.nesinc.com/
Wonderlic,Wonderlic Basic Skills Test (WBST) and Wonderlic Personnel Test (WPT) ,http://www.mo-media.com/wonderlic,http://www.flashcardsecrets.com/wonderlic,
